country-p,country,condition,year,media_vct,num,phase,alpha3,continent
Germany-2,Germany,Melanoma,2012,639.0,1,2,DEU,EU
Germany-2,Germany,Melanoma,2013,883.3333333333334,3,2,DEU,EU
Germany-2,Germany,Melanoma,2014,1624.0,3,2,DEU,EU
Germany-2,Germany,Melanoma,2015,1338.5,2,2,DEU,EU
Germany-2,Germany,Melanoma,2016,1880.6666666666667,3,2,DEU,EU
Germany-2,Germany,Melanoma,2017,0,0,2,DEU,EU
Germany-2,Germany,Melanoma,2018,1587.5,2,2,DEU,EU
Germany-2,Germany,Melanoma,2019,1629.0,2,2,DEU,EU
Germany-2,Germany,Prostate Cancer,2010,0,0,2,DEU,EU
Germany-2,Germany,Prostate Cancer,2011,0,0,2,DEU,EU
Germany-2,Germany,Prostate Cancer,2012,517.0,1,2,DEU,EU
Germany-2,Germany,Prostate Cancer,2013,1096.0,1,2,DEU,EU
Germany-2,Germany,Prostate Cancer,2014,1187.0,1,2,DEU,EU
Germany-2,Germany,Prostate Cancer,2015,1036.0,1,2,DEU,EU
Germany-2,Germany,Prostate Cancer,2016,744.0,1,2,DEU,EU
Germany-2,Germany,Prostate Cancer,2017,2123.5,2,2,DEU,EU
Germany-2,Germany,Prostate Cancer,2018,1785.0,1,2,DEU,EU
Germany-2,Germany,Prostate Cancer,2019,0,0,2,DEU,EU
Germany-3,Germany,Breast Cancer,2010,0,0,3,DEU,EU
Germany-3,Germany,Breast Cancer,2011,0,0,3,DEU,EU
Germany-3,Germany,Breast Cancer,2012,654.5,2,3,DEU,EU
Germany-3,Germany,Breast Cancer,2013,624.5,2,3,DEU,EU
Germany-3,Germany,Breast Cancer,2014,0,0,3,DEU,EU
Germany-3,Germany,Breast Cancer,2015,1489.0,1,3,DEU,EU
Germany-3,Germany,Breast Cancer,2016,1518.0,3,3,DEU,EU
Germany-3,Germany,Breast Cancer,2017,1844.4,5,3,DEU,EU
Germany-3,Germany,Breast Cancer,2018,2099.0,1,3,DEU,EU
Germany-3,Germany,Breast Cancer,2019,1388.0,1,3,DEU,EU
Germany-3,Germany,Lung Cancer,2010,0,0,3,DEU,EU
Germany-3,Germany,Lung Cancer,2011,0,0,3,DEU,EU
Germany-3,Germany,Lung Cancer,2012,0,0,3,DEU,EU
Germany-3,Germany,Lung Cancer,2013,1127.0,1,3,DEU,EU
Germany-3,Germany,Lung Cancer,2014,1219.0,1,3,DEU,EU
Germany-3,Germany,Lung Cancer,2015,1150.0,4,3,DEU,EU
Germany-3,Germany,Lung Cancer,2016,1923.75,4,3,DEU,EU
Germany-3,Germany,Lung Cancer,2017,1186.0,1,3,DEU,EU
Germany-3,Germany,Lung Cancer,2018,1046.0,3,3,DEU,EU
Germany-3,Germany,Lung Cancer,2019,2285.5,2,3,DEU,EU
Germany-3,Germany,Melanoma,2010,0,0,3,DEU,EU
Germany-3,Germany,Melanoma,2011,0,0,3,DEU,EU
Germany-3,Germany,Melanoma,2012,0,0,3,DEU,EU
Germany-3,Germany,Melanoma,2013,0,0,3,DEU,EU
Germany-3,Germany,Melanoma,2014,0,0,3,DEU,EU
Germany-3,Germany,Melanoma,2015,2007.0,1,3,DEU,EU
Germany-3,Germany,Melanoma,2016,1565.0,2,3,DEU,EU
Germany-3,Germany,Melanoma,2017,0,0,3,DEU,EU
Germany-3,Germany,Melanoma,2018,0,0,3,DEU,EU
Germany-3,Germany,Melanoma,2019,2463.6666666666665,3,3,DEU,EU
Germany-3,Germany,Prostate Cancer,2010,0,0,3,DEU,EU
Germany-3,Germany,Prostate Cancer,2011,0,0,3,DEU,EU
Germany-3,Germany,Prostate Cancer,2012,0,0,3,DEU,EU
Germany-3,Germany,Prostate Cancer,2013,0,0,3,DEU,EU
Germany-3,Germany,Prostate Cancer,2014,1308.0,1,3,DEU,EU
Germany-3,Germany,Prostate Cancer,2015,1307.5,2,3,DEU,EU
Germany-3,Germany,Prostate Cancer,2016,0,0,3,DEU,EU
Germany-3,Germany,Prostate Cancer,2017,1378.5,2,3,DEU,EU
Germany-3,Germany,Prostate Cancer,2018,2557.0,1,3,DEU,EU
Germany-3,Germany,Prostate Cancer,2019,3075.0,1,3,DEU,EU
Ireland-1,Ireland,Breast Cancer,2010,0,0,1,IRL,EU
Ireland-1,Ireland,Breast Cancer,2011,0,0,1,IRL,EU
Ireland-1,Ireland,Breast Cancer,2012,0,0,1,IRL,EU
Ireland-1,Ireland,Breast Cancer,2013,0,0,1,IRL,EU
Ireland-1,Ireland,Breast Cancer,2014,0,0,1,IRL,EU
Ireland-1,Ireland,Breast Cancer,2015,0,0,1,IRL,EU
Ireland-1,Ireland,Breast Cancer,2016,0,0,1,IRL,EU
Ireland-1,Ireland,Breast Cancer,2017,0,0,1,IRL,EU
Ireland-1,Ireland,Breast Cancer,2018,0,0,1,IRL,EU
Ireland-1,Ireland,Breast Cancer,2019,0,0,1,IRL,EU
Ireland-1,Ireland,Lung Cancer,2010,0,0,1,IRL,EU
Ireland-1,Ireland,Lung Cancer,2011,0,0,1,IRL,EU
Ireland-1,Ireland,Lung Cancer,2012,0,0,1,IRL,EU
Ireland-1,Ireland,Lung Cancer,2013,0,0,1,IRL,EU
Ireland-1,Ireland,Lung Cancer,2014,0,0,1,IRL,EU
Ireland-1,Ireland,Lung Cancer,2015,0,0,1,IRL,EU
Ireland-1,Ireland,Lung Cancer,2016,0,0,1,IRL,EU
Ireland-1,Ireland,Lung Cancer,2017,0,0,1,IRL,EU
Ireland-1,Ireland,Lung Cancer,2018,0,0,1,IRL,EU
Ireland-1,Ireland,Lung Cancer,2019,0,0,1,IRL,EU
Ireland-1,Ireland,Melanoma,2010,0,0,1,IRL,EU
Ireland-1,Ireland,Melanoma,2011,0,0,1,IRL,EU
Ireland-1,Ireland,Melanoma,2012,0,0,1,IRL,EU
Ireland-1,Ireland,Melanoma,2013,0,0,1,IRL,EU
Ireland-1,Ireland,Melanoma,2014,0,0,1,IRL,EU
Ireland-1,Ireland,Melanoma,2015,0,0,1,IRL,EU
Ireland-1,Ireland,Melanoma,2016,0,0,1,IRL,EU
Ireland-1,Ireland,Melanoma,2017,0,0,1,IRL,EU
Ireland-1,Ireland,Melanoma,2018,0,0,1,IRL,EU
Ireland-1,Ireland,Melanoma,2019,0,0,1,IRL,EU
Ireland-1,Ireland,Prostate Cancer,2010,0,0,1,IRL,EU
Ireland-1,Ireland,Prostate Cancer,2011,0,0,1,IRL,EU
Ireland-1,Ireland,Prostate Cancer,2012,0,0,1,IRL,EU
Ireland-1,Ireland,Prostate Cancer,2013,0,0,1,IRL,EU
Ireland-1,Ireland,Prostate Cancer,2014,0,0,1,IRL,EU
Ireland-1,Ireland,Prostate Cancer,2015,0,0,1,IRL,EU
Ireland-1,Ireland,Prostate Cancer,2016,0,0,1,IRL,EU
Ireland-1,Ireland,Prostate Cancer,2017,0,0,1,IRL,EU
Ireland-1,Ireland,Prostate Cancer,2018,0,0,1,IRL,EU
Ireland-1,Ireland,Prostate Cancer,2019,0,0,1,IRL,EU
Ireland-2,Ireland,Breast Cancer,2010,0,0,2,IRL,EU
Ireland-2,Ireland,Breast Cancer,2011,0,0,2,IRL,EU
Ireland-2,Ireland,Breast Cancer,2012,0,0,2,IRL,EU
Ireland-2,Ireland,Breast Cancer,2013,0,0,2,IRL,EU
Ireland-2,Ireland,Breast Cancer,2014,0,0,2,IRL,EU
Ireland-2,Ireland,Breast Cancer,2015,0,0,2,IRL,EU
Ireland-2,Ireland,Breast Cancer,2016,0,0,2,IRL,EU
Ireland-2,Ireland,Breast Cancer,2017,0,0,2,IRL,EU
Ireland-2,Ireland,Breast Cancer,2018,2430.0,3,2,IRL,EU
Ireland-2,Ireland,Breast Cancer,2019,0,0,2,IRL,EU
Ireland-2,Ireland,Lung Cancer,2010,0,0,2,IRL,EU
Ireland-2,Ireland,Lung Cancer,2011,0,0,2,IRL,EU
Ireland-2,Ireland,Lung Cancer,2012,0,0,2,IRL,EU
Ireland-2,Ireland,Lung Cancer,2013,0,0,2,IRL,EU
Ireland-2,Ireland,Lung Cancer,2014,0,0,2,IRL,EU
Ireland-2,Ireland,Lung Cancer,2015,0,0,2,IRL,EU
Ireland-2,Ireland,Lung Cancer,2016,0,0,2,IRL,EU
Ireland-2,Ireland,Lung Cancer,2017,0,0,2,IRL,EU
Ireland-2,Ireland,Lung Cancer,2018,2339.0,1,2,IRL,EU
Ireland-2,Ireland,Lung Cancer,2019,0,0,2,IRL,EU
Ireland-2,Ireland,Melanoma,2010,0,0,2,IRL,EU
Ireland-2,Ireland,Melanoma,2011,0,0,2,IRL,EU
Ireland-2,Ireland,Melanoma,2012,0,0,2,IRL,EU
Ireland-2,Ireland,Melanoma,2013,0,0,2,IRL,EU
Ireland-2,Ireland,Melanoma,2014,0,0,2,IRL,EU
Ireland-2,Ireland,Melanoma,2015,0,0,2,IRL,EU
Ireland-2,Ireland,Melanoma,2016,0,0,2,IRL,EU
Ireland-2,Ireland,Melanoma,2017,0,0,2,IRL,EU
Ireland-2,Ireland,Melanoma,2018,0,0,2,IRL,EU
Ireland-2,Ireland,Melanoma,2019,1564.0,1,2,IRL,EU
Ireland-2,Ireland,Prostate Cancer,2010,0,0,2,IRL,EU
Ireland-2,Ireland,Prostate Cancer,2011,0,0,2,IRL,EU
Ireland-2,Ireland,Prostate Cancer,2012,0,0,2,IRL,EU
Ireland-2,Ireland,Prostate Cancer,2013,0,0,2,IRL,EU
Ireland-2,Ireland,Prostate Cancer,2014,0,0,2,IRL,EU
Ireland-2,Ireland,Prostate Cancer,2015,0,0,2,IRL,EU
Ireland-2,Ireland,Prostate Cancer,2016,0,0,2,IRL,EU
Ireland-2,Ireland,Prostate Cancer,2017,0,0,2,IRL,EU
Ireland-2,Ireland,Prostate Cancer,2018,0,0,2,IRL,EU
Ireland-2,Ireland,Prostate Cancer,2019,0,0,2,IRL,EU
Ireland-3,Ireland,Breast Cancer,2010,0,0,3,IRL,EU
Ireland-3,Ireland,Breast Cancer,2011,0,0,3,IRL,EU
Ireland-3,Ireland,Breast Cancer,2012,0,0,3,IRL,EU
Ireland-3,Ireland,Breast Cancer,2013,0,0,3,IRL,EU
Ireland-3,Ireland,Breast Cancer,2014,0,0,3,IRL,EU
Ireland-3,Ireland,Breast Cancer,2015,0,0,3,IRL,EU
Ireland-3,Ireland,Breast Cancer,2016,0,0,3,IRL,EU
Ireland-3,Ireland,Breast Cancer,2017,0,0,3,IRL,EU
Ireland-3,Ireland,Breast Cancer,2018,0,0,3,IRL,EU
Ireland-3,Ireland,Breast Cancer,2019,0,0,3,IRL,EU
Ireland-3,Ireland,Lung Cancer,2010,0,0,3,IRL,EU
Ireland-3,Ireland,Lung Cancer,2011,0,0,3,IRL,EU
Ireland-3,Ireland,Lung Cancer,2012,0,0,3,IRL,EU
Ireland-3,Ireland,Lung Cancer,2013,0,0,3,IRL,EU
Ireland-3,Ireland,Lung Cancer,2014,0,0,3,IRL,EU
Ireland-3,Ireland,Lung Cancer,2015,1551.0,1,3,IRL,EU
Ireland-3,Ireland,Lung Cancer,2016,0,0,3,IRL,EU
Ireland-3,Ireland,Lung Cancer,2017,0,0,3,IRL,EU
Ireland-3,Ireland,Lung Cancer,2018,0,0,3,IRL,EU
Ireland-3,Ireland,Lung Cancer,2019,1309.0,1,3,IRL,EU
Ireland-3,Ireland,Melanoma,2010,0,0,3,IRL,EU
Ireland-3,Ireland,Melanoma,2011,0,0,3,IRL,EU
Ireland-3,Ireland,Melanoma,2012,0,0,3,IRL,EU
Ireland-3,Ireland,Melanoma,2013,0,0,3,IRL,EU
Ireland-3,Ireland,Melanoma,2014,0,0,3,IRL,EU
Ireland-3,Ireland,Melanoma,2015,0,0,3,IRL,EU
Ireland-3,Ireland,Melanoma,2016,0,0,3,IRL,EU
Ireland-3,Ireland,Melanoma,2017,0,0,3,IRL,EU
Ireland-3,Ireland,Melanoma,2018,0,0,3,IRL,EU
Ireland-3,Ireland,Melanoma,2019,2516.0,1,3,IRL,EU
Ireland-3,Ireland,Prostate Cancer,2010,0,0,3,IRL,EU
Ireland-3,Ireland,Prostate Cancer,2011,0,0,3,IRL,EU
Ireland-3,Ireland,Prostate Cancer,2012,0,0,3,IRL,EU
Ireland-3,Ireland,Prostate Cancer,2013,0,0,3,IRL,EU
Ireland-3,Ireland,Prostate Cancer,2014,1461.0,1,3,IRL,EU
Ireland-3,Ireland,Prostate Cancer,2015,973.0,1,3,IRL,EU
Ireland-3,Ireland,Prostate Cancer,2016,0,0,3,IRL,EU
Ireland-3,Ireland,Prostate Cancer,2017,0,0,3,IRL,EU
Ireland-3,Ireland,Prostate Cancer,2018,0,0,3,IRL,EU
Ireland-3,Ireland,Prostate Cancer,2019,0,0,3,IRL,EU
Italy-1,Italy,Breast Cancer,2010,0,0,1,ITA,EU
Italy-1,Italy,Breast Cancer,2011,0,0,1,ITA,EU
Italy-1,Italy,Breast Cancer,2012,0,0,1,ITA,EU
Italy-1,Italy,Breast Cancer,2013,0,0,1,ITA,EU
Italy-1,Italy,Breast Cancer,2014,1085.0,3,1,ITA,EU
Italy-1,Italy,Breast Cancer,2015,1187.3333333333333,3,1,ITA,EU
Italy-1,Italy,Breast Cancer,2016,0,0,1,ITA,EU
Italy-1,Italy,Breast Cancer,2017,1374.5,2,1,ITA,EU
Italy-1,Italy,Breast Cancer,2018,1459.3333333333333,3,1,ITA,EU
Italy-1,Italy,Breast Cancer,2019,0,0,1,ITA,EU
Italy-1,Italy,Lung Cancer,2010,0,0,1,ITA,EU
Italy-1,Italy,Lung Cancer,2011,0,0,1,ITA,EU
Italy-1,Italy,Lung Cancer,2012,0,0,1,ITA,EU
Italy-1,Italy,Lung Cancer,2013,1175.0,1,1,ITA,EU
Italy-1,Italy,Lung Cancer,2014,0,0,1,ITA,EU
Italy-1,Italy,Lung Cancer,2015,1431.0,1,1,ITA,EU
Italy-1,Italy,Lung Cancer,2016,944.0,1,1,ITA,EU
Italy-1,Italy,Lung Cancer,2017,0,0,1,ITA,EU
Italy-1,Italy,Lung Cancer,2018,1231.0,1,1,ITA,EU
Italy-1,Italy,Lung Cancer,2019,1489.0,2,1,ITA,EU
Italy-1,Italy,Melanoma,2010,0,0,1,ITA,EU
Italy-1,Italy,Melanoma,2011,0,0,1,ITA,EU
Italy-1,Italy,Melanoma,2012,0,0,1,ITA,EU
Italy-1,Italy,Melanoma,2013,0,0,1,ITA,EU
Italy-1,Italy,Melanoma,2014,1675.0,1,1,ITA,EU
Italy-1,Italy,Melanoma,2015,1431.0,1,1,ITA,EU
Italy-1,Italy,Melanoma,2016,2363.0,1,1,ITA,EU
Italy-1,Italy,Melanoma,2017,0,0,1,ITA,EU
Italy-1,Italy,Melanoma,2018,1825.1666666666667,6,1,ITA,EU
Italy-1,Italy,Melanoma,2019,2801.0,1,1,ITA,EU
Italy-1,Italy,Prostate Cancer,2010,0,0,1,ITA,EU
Italy-1,Italy,Prostate Cancer,2011,0,0,1,ITA,EU
Italy-1,Italy,Prostate Cancer,2012,517.0,1,1,ITA,EU
Italy-1,Italy,Prostate Cancer,2013,0,0,1,ITA,EU
Italy-1,Italy,Prostate Cancer,2014,912.0,1,1,ITA,EU
Italy-1,Italy,Prostate Cancer,2015,0,0,1,ITA,EU
Italy-1,Italy,Prostate Cancer,2016,0,0,1,ITA,EU
Italy-1,Italy,Prostate Cancer,2017,0,0,1,ITA,EU
Italy-1,Italy,Prostate Cancer,2018,0,0,1,ITA,EU
Italy-1,Italy,Prostate Cancer,2019,0,0,1,ITA,EU
Italy-2,Italy,Breast Cancer,2010,0,0,2,ITA,EU
Italy-2,Italy,Breast Cancer,2011,0,0,2,ITA,EU
Italy-2,Italy,Breast Cancer,2012,1004.0,1,2,ITA,EU
Italy-2,Italy,Breast Cancer,2013,953.6666666666666,3,2,ITA,EU
Italy-2,Italy,Breast Cancer,2014,1399.5,2,2,ITA,EU
Italy-2,Italy,Breast Cancer,2015,1278.0,1,2,ITA,EU
Italy-2,Italy,Breast Cancer,2016,1661.5,4,2,ITA,EU
Italy-2,Italy,Breast Cancer,2017,1273.0,7,2,ITA,EU
Italy-2,Italy,Breast Cancer,2018,1153.0,4,2,ITA,EU
Italy-2,Italy,Breast Cancer,2019,2245.0,2,2,ITA,EU
Italy-2,Italy,Lung Cancer,2010,0,0,2,ITA,EU
Italy-2,Italy,Lung Cancer,2011,579.0,1,2,ITA,EU
Italy-2,Italy,Lung Cancer,2012,680.0,3,2,ITA,EU
Italy-2,Italy,Lung Cancer,2013,889.0,3,2,ITA,EU
Italy-2,Italy,Lung Cancer,2014,1034.5,6,2,ITA,EU
Italy-2,Italy,Lung Cancer,2015,1295.6666666666667,3,2,ITA,EU
Italy-2,Italy,Lung Cancer,2016,1576.0,3,2,ITA,EU
Italy-2,Italy,Lung Cancer,2017,1582.5,4,2,ITA,EU
Italy-2,Italy,Lung Cancer,2018,1723.5,6,2,ITA,EU
Italy-2,Italy,Lung Cancer,2019,1379.6,5,2,ITA,EU
Italy-2,Italy,Melanoma,2010,0,0,2,ITA,EU
Italy-2,Italy,Melanoma,2011,0,0,2,ITA,EU
Italy-2,Italy,Melanoma,2012,639.0,1,2,ITA,EU
Italy-2,Italy,Melanoma,2013,0,0,2,ITA,EU
Italy-2,Italy,Melanoma,2014,1624.0,3,2,ITA,EU
Italy-2,Italy,Melanoma,2015,1094.6666666666667,3,2,ITA,EU
Italy-2,Italy,Melanoma,2016,1771.0,2,2,ITA,EU
Italy-2,Italy,Melanoma,2017,0,0,2,ITA,EU
Italy-2,Italy,Melanoma,2018,1606.5,4,2,ITA,EU
Italy-2,Italy,Melanoma,2019,1613.5,2,2,ITA,EU
Italy-2,Italy,Prostate Cancer,2010,0,0,2,ITA,EU
Italy-2,Italy,Prostate Cancer,2011,0,0,2,ITA,EU
Italy-2,Italy,Prostate Cancer,2012,0,0,2,ITA,EU
Italy-2,Italy,Prostate Cancer,2013,791.5,2,2,ITA,EU
Italy-2,Italy,Prostate Cancer,2014,0,0,2,ITA,EU
Italy-2,Italy,Prostate Cancer,2015,0,0,2,ITA,EU
Italy-2,Italy,Prostate Cancer,2016,744.0,1,2,ITA,EU
Italy-2,Italy,Prostate Cancer,2017,0,0,2,ITA,EU
Italy-2,Italy,Prostate Cancer,2018,0,0,2,ITA,EU
Italy-2,Italy,Prostate Cancer,2019,0,0,2,ITA,EU
Italy-3,Italy,Breast Cancer,2010,0,0,3,ITA,EU
Italy-3,Italy,Breast Cancer,2011,0,0,3,ITA,EU
Italy-3,Italy,Breast Cancer,2012,699.0,1,3,ITA,EU
Italy-3,Italy,Breast Cancer,2013,0,0,3,ITA,EU
Italy-3,Italy,Breast Cancer,2014,0,0,3,ITA,EU
Italy-3,Italy,Breast Cancer,2015,1489.0,1,3,ITA,EU
Italy-3,Italy,Breast Cancer,2016,1101.6666666666667,3,3,ITA,EU
Italy-3,Italy,Breast Cancer,2017,1690.25,4,3,ITA,EU
Italy-3,Italy,Breast Cancer,2018,2023.0,2,3,ITA,EU
Italy-3,Italy,Breast Cancer,2019,1231.0,2,3,ITA,EU
Italy-3,Italy,Lung Cancer,2010,0,0,3,ITA,EU
Italy-3,Italy,Lung Cancer,2011,0,0,3,ITA,EU
Italy-3,Italy,Lung Cancer,2012,0,0,3,ITA,EU
Italy-3,Italy,Lung Cancer,2013,1127.0,1,3,ITA,EU
Italy-3,Italy,Lung Cancer,2014,0,0,3,ITA,EU
Italy-3,Italy,Lung Cancer,2015,1311.0,2,3,ITA,EU
Italy-3,Italy,Lung Cancer,2016,1923.75,4,3,ITA,EU
Italy-3,Italy,Lung Cancer,2017,1186.0,1,3,ITA,EU
Italy-3,Italy,Lung Cancer,2018,689.0,2,3,ITA,EU
Italy-3,Italy,Lung Cancer,2019,1960.0,3,3,ITA,EU
Italy-3,Italy,Melanoma,2010,0,0,3,ITA,EU
Italy-3,Italy,Melanoma,2011,0,0,3,ITA,EU
Italy-3,Italy,Melanoma,2012,0,0,3,ITA,EU
Italy-3,Italy,Melanoma,2013,0,0,3,ITA,EU
Italy-3,Italy,Melanoma,2014,0,0,3,ITA,EU
Italy-3,Italy,Melanoma,2015,2007.0,1,3,ITA,EU
Italy-3,Italy,Melanoma,2016,2216.0,1,3,ITA,EU
Italy-3,Italy,Melanoma,2017,0,0,3,ITA,EU
Italy-3,Italy,Melanoma,2018,0,0,3,ITA,EU
Italy-3,Italy,Melanoma,2019,2121.0,4,3,ITA,EU
Italy-3,Italy,Prostate Cancer,2010,0,0,3,ITA,EU
Italy-3,Italy,Prostate Cancer,2011,0,0,3,ITA,EU
Italy-3,Italy,Prostate Cancer,2012,0,0,3,ITA,EU
Italy-3,Italy,Prostate Cancer,2013,0,0,3,ITA,EU
Italy-3,Italy,Prostate Cancer,2014,1384.5,2,3,ITA,EU
Italy-3,Italy,Prostate Cancer,2015,1307.5,2,3,ITA,EU
Italy-3,Italy,Prostate Cancer,2016,1932.0,1,3,ITA,EU
Italy-3,Italy,Prostate Cancer,2017,0,0,3,ITA,EU
Italy-3,Italy,Prostate Cancer,2018,2505.0,2,3,ITA,EU
Italy-3,Italy,Prostate Cancer,2019,3075.0,1,3,ITA,EU
Netherlands-1,Netherlands,Breast Cancer,2010,0,0,1,NLD,EU
Netherlands-1,Netherlands,Breast Cancer,2011,0,0,1,NLD,EU
Netherlands-1,Netherlands,Breast Cancer,2012,670.5,2,1,NLD,EU
Netherlands-1,Netherlands,Breast Cancer,2013,0,0,1,NLD,EU
Netherlands-1,Netherlands,Breast Cancer,2014,700.3333333333334,3,1,NLD,EU
Netherlands-1,Netherlands,Breast Cancer,2015,1188.0,1,1,NLD,EU
Netherlands-1,Netherlands,Breast Cancer,2016,1005.0,1,1,NLD,EU
Netherlands-1,Netherlands,Breast Cancer,2017,1132.5,2,1,NLD,EU
Netherlands-1,Netherlands,Breast Cancer,2018,0,0,1,NLD,EU
Netherlands-1,Netherlands,Breast Cancer,2019,1341.0,1,1,NLD,EU
Netherlands-1,Netherlands,Lung Cancer,2010,0,0,1,NLD,EU
Netherlands-1,Netherlands,Lung Cancer,2011,0,0,1,NLD,EU
Netherlands-1,Netherlands,Lung Cancer,2012,0,0,1,NLD,EU
Netherlands-1,Netherlands,Lung Cancer,2013,0,0,1,NLD,EU
Netherlands-1,Netherlands,Lung Cancer,2014,822.0,2,1,NLD,EU
Netherlands-1,Netherlands,Lung Cancer,2015,0,0,1,NLD,EU
Netherlands-1,Netherlands,Lung Cancer,2016,1005.0,1,1,NLD,EU
Netherlands-1,Netherlands,Lung Cancer,2017,2170.0,1,1,NLD,EU
Netherlands-1,Netherlands,Lung Cancer,2018,2082.0,1,1,NLD,EU
Netherlands-1,Netherlands,Lung Cancer,2019,1647.0,1,1,NLD,EU
Netherlands-1,Netherlands,Melanoma,2010,0,0,1,NLD,EU
Netherlands-1,Netherlands,Melanoma,2011,0,0,1,NLD,EU
Netherlands-1,Netherlands,Melanoma,2012,0,0,1,NLD,EU
Netherlands-1,Netherlands,Melanoma,2013,0,0,1,NLD,EU
Netherlands-1,Netherlands,Melanoma,2014,860.0,4,1,NLD,EU
Netherlands-1,Netherlands,Melanoma,2015,0,0,1,NLD,EU
Netherlands-1,Netherlands,Melanoma,2016,0,0,1,NLD,EU
Netherlands-1,Netherlands,Melanoma,2017,0,0,1,NLD,EU
Netherlands-1,Netherlands,Melanoma,2018,2191.0,3,1,NLD,EU
Netherlands-1,Netherlands,Melanoma,2019,2710.0,1,1,NLD,EU
Netherlands-1,Netherlands,Prostate Cancer,2010,0,0,1,NLD,EU
Netherlands-1,Netherlands,Prostate Cancer,2011,0,0,1,NLD,EU
Netherlands-1,Netherlands,Prostate Cancer,2012,884.0,1,1,NLD,EU
Netherlands-1,Netherlands,Prostate Cancer,2013,0,0,1,NLD,EU
Netherlands-1,Netherlands,Prostate Cancer,2014,426.0,1,1,NLD,EU
Netherlands-1,Netherlands,Prostate Cancer,2015,1887.0,1,1,NLD,EU
Netherlands-1,Netherlands,Prostate Cancer,2016,0,0,1,NLD,EU
Netherlands-1,Netherlands,Prostate Cancer,2017,0,0,1,NLD,EU
Netherlands-1,Netherlands,Prostate Cancer,2018,0,0,1,NLD,EU
Netherlands-1,Netherlands,Prostate Cancer,2019,0,0,1,NLD,EU
Netherlands-2,Netherlands,Breast Cancer,2010,0,0,2,NLD,EU
Netherlands-2,Netherlands,Breast Cancer,2011,0,0,2,NLD,EU
Netherlands-2,Netherlands,Breast Cancer,2012,1004.0,1,2,NLD,EU
Netherlands-2,Netherlands,Breast Cancer,2013,823.0,1,2,NLD,EU
Netherlands-2,Netherlands,Breast Cancer,2014,1249.0,1,2,NLD,EU
Netherlands-2,Netherlands,Breast Cancer,2015,670.0,2,2,NLD,EU
Netherlands-2,Netherlands,Breast Cancer,2016,0,0,2,NLD,EU
Netherlands-2,Netherlands,Breast Cancer,2017,852.0,2,2,NLD,EU
Netherlands-2,Netherlands,Breast Cancer,2018,1428.5,4,2,NLD,EU
Netherlands-2,Netherlands,Breast Cancer,2019,876.0,2,2,NLD,EU
Netherlands-2,Netherlands,Lung Cancer,2010,212.0,1,2,NLD,EU
Netherlands-2,Netherlands,Lung Cancer,2011,0,0,2,NLD,EU
Netherlands-2,Netherlands,Lung Cancer,2012,0,0,2,NLD,EU
Netherlands-2,Netherlands,Lung Cancer,2013,731.0,1,2,NLD,EU
Netherlands-2,Netherlands,Lung Cancer,2014,1299.3333333333333,3,2,NLD,EU
Netherlands-2,Netherlands,Lung Cancer,2015,1005.0,1,2,NLD,EU
Netherlands-2,Netherlands,Lung Cancer,2016,1375.0,2,2,NLD,EU
Netherlands-2,Netherlands,Lung Cancer,2017,1753.6666666666667,3,2,NLD,EU
Netherlands-2,Netherlands,Lung Cancer,2018,1642.5,2,2,NLD,EU
Netherlands-2,Netherlands,Lung Cancer,2019,1247.8,5,2,NLD,EU
Netherlands-2,Netherlands,Melanoma,2010,0,0,2,NLD,EU
Netherlands-2,Netherlands,Melanoma,2011,0,0,2,NLD,EU
Netherlands-2,Netherlands,Melanoma,2012,0,0,2,NLD,EU
Netherlands-2,Netherlands,Melanoma,2013,0,0,2,NLD,EU
Netherlands-2,Netherlands,Melanoma,2014,1522.6666666666667,3,2,NLD,EU
Netherlands-2,Netherlands,Melanoma,2015,1461.0,1,2,NLD,EU
Netherlands-2,Netherlands,Melanoma,2016,1652.5,2,2,NLD,EU
Netherlands-2,Netherlands,Melanoma,2017,0,0,2,NLD,EU
Netherlands-2,Netherlands,Melanoma,2018,1721.0,1,2,NLD,EU
Netherlands-2,Netherlands,Melanoma,2019,1564.0,1,2,NLD,EU
Netherlands-2,Netherlands,Prostate Cancer,2010,0,0,2,NLD,EU
Netherlands-2,Netherlands,Prostate Cancer,2011,0,0,2,NLD,EU
Netherlands-2,Netherlands,Prostate Cancer,2012,0,0,2,NLD,EU
Netherlands-2,Netherlands,Prostate Cancer,2013,487.0,1,2,NLD,EU
Netherlands-2,Netherlands,Prostate Cancer,2014,958.5,2,2,NLD,EU
Netherlands-2,Netherlands,Prostate Cancer,2015,0,0,2,NLD,EU
Netherlands-2,Netherlands,Prostate Cancer,2016,744.0,1,2,NLD,EU
Netherlands-2,Netherlands,Prostate Cancer,2017,0,0,2,NLD,EU
Netherlands-2,Netherlands,Prostate Cancer,2018,940.0,1,2,NLD,EU
Netherlands-2,Netherlands,Prostate Cancer,2019,363.0,1,2,NLD,EU
Netherlands-3,Netherlands,Breast Cancer,2010,0,0,3,NLD,EU
Netherlands-3,Netherlands,Breast Cancer,2011,0,0,3,NLD,EU
Netherlands-3,Netherlands,Breast Cancer,2012,610.0,1,3,NLD,EU
Netherlands-3,Netherlands,Breast Cancer,2013,1249.0,1,3,NLD,EU
